employee_id,fullname,rating,iq,gtq,growth_drive_and_resilience,curiosity_and_experimentation,insight_and_decision_sharpness,quality_delivery_discipline,synergy_and_team_orientation
EMP101775,Dimas Ginting,3.0,89.0,24.0,3.0,3.0,4.0,3.0,3.0
EMP101776,Dwi Wijaya,1.0,109.0,36.0,1.0,1.0,1.0,1.0,1.0
EMP101777,Sari Lukman,2.0,,,1.0,2.0,2.0,1.0,
EMP101778,Dian Wijaya Setiawan,3.0,96.0,23.0,4.0,3.0,3.0,3.0,2.0
EMP101779,Rifqi Kusuma Kusuma,3.0,121.0,30.0,4.0,3.0,4.0,3.0,3.0
EMP101780,Vania Utama Zulfikar,4.0,96.0,30.0,5.0,4.0,3.0,3.0,4.0
EMP101781,Bella Candra Zulfikar,5.0,127.0,17.0,,5.0,,5.0,5.0
EMP101782,Prasetyo Mahardika Herlambang,3.0,95.0,28.0,4.0,3.0,3.0,2.0,2.0
EMP101783,Nurlita Suharto,3.0,132.0,37.0,3.0,3.0,3.0,4.0,3.0
EMP101784,Dwi Indrawan,3.0,88.0,27.0,2.0,2.0,3.0,4.0,4.0
EMP101785,Wulan Qolbi Yulianto,1.0,120.0,31.0,1.0,1.0,1.0,1.0,
EMP101786,Citra Mahardika Halim,4.0,,25.0,,3.0,4.0,4.0,5.0
EMP101787,Zaki Subekti,5.0,135.0,21.0,5.0,5.0,5.0,5.0,5.0
EMP101788,Valdo Qolbi Utami,4.0,120.0,31.0,3.0,4.0,4.0,4.0,5.0
EMP101789,Oktavia Siregar,3.0,127.0,31.0,2.0,3.0,3.0,4.0,3.0
EMP101790,Valdo Suharto,3.0,,,2.0,3.0,4.0,3.0,3.0
EMP101791,Luthfi Salsabila,4.0,97.0,25.0,5.0,4.0,4.0,4.0,3.0
EMP101792,Nadia Kusuma,5.0,140.0,29.0,4.0,5.0,5.0,4.0,5.0
EMP101793,Umar Nugroho,2.0,130.0,22.0,3.0,2.0,2.0,2.0,3.0
EMP101794,Nadia Tamba,4.0,138.0,39.0,4.0,5.0,5.0,4.0,5.0
EMP101795,Ayunda Tamba,4.0,,,5.0,4.0,4.0,4.0,
EMP101796,Bayu Rahmawati,3.0,105.0,18.0,2.0,3.0,3.0,4.0,3.0
EMP101797,Rani Ananda,3.0,101.0,19.0,4.0,3.0,2.0,,4.0
EMP101798,Bayu Situmorang,,139.0,29.0,2.0,2.0,,2.0,2.0
EMP101799,Rani Ganesha Rohman,4.0,,,5.0,,4.0,4.0,4.0
EMP101800,Eko Fadillah Halim,2.0,116.0,9.0,1.0,1.0,1.0,2.0,1.0
EMP101801,Cahyo Wibowo,4.0,,,3.0,4.0,4.0,3.0,5.0
EMP101802,Tania Wijaya Lukman,5.0,98.0,36.0,5.0,5.0,5.0,5.0,5.0
EMP101803,Bella Rachman Hidayat,4.0,81.0,30.0,4.0,4.0,,3.0,3.0
EMP101804,Nurlita Baskara Sinaga,4.0,107.0,23.0,4.0,4.0,4.0,4.0,4.0
EMP101805,Evi Putra,3.0,122.0,17.0,3.0,4.0,2.0,4.0,3.0
EMP101806,Indra Iqbal Lukman,4.0,123.0,34.0,4.0,4.0,,5.0,5.0
EMP101807,Satya Fauziah,3.0,136.0,19.0,3.0,2.0,4.0,,3.0
EMP101808,Dewi Rachman Simanjuntak,1.0,80.0,21.0,1.0,2.0,1.0,1.0,1.0
EMP101809,Dinda Suharto,5.0,108.0,24.0,4.0,5.0,4.0,5.0,5.0
EMP101810,Dwi Tri Hartanto,4.0,132.0,18.0,,3.0,5.0,5.0,4.0
EMP101811,Adit Yudhistira Putra,4.0,,38.0,4.0,4.0,3.0,4.0,3.0
EMP101812,Prasetyo Sinaga,4.0,106.0,21.0,3.0,4.0,4.0,4.0,4.0
EMP101813,Julia Fauziah,3.0,104.0,33.0,3.0,2.0,2.0,3.0,3.0
EMP101814,Rendra Wijaya Ramadhan,,102.0,20.0,2.0,3.0,3.0,2.0,3.0
EMP101815,Valdo Setiawan,3.0,135.0,31.0,3.0,3.0,4.0,3.0,4.0
EMP101816,Rani Anugrah Zulfikar,2.0,89.0,21.0,2.0,2.0,1.0,3.0,
EMP101817,Luthfi Pramudita Pradana,5.0,132.0,30.0,3.0,3.0,2.0,4.0,2.0
EMP101818,Oka Anugrah Kusuma,4.0,122.0,26.0,5.0,4.0,4.0,5.0,3.0
EMP101819,Tania Ananda,4.0,140.0,33.0,3.0,5.0,4.0,4.0,4.0
EMP101820,Dinda Zulfikar Rahmawati,3.0,113.0,31.0,4.0,3.0,3.0,2.0,2.0
EMP101821,Umar Halim,2.0,106.0,39.0,2.0,2.0,2.0,1.0,2.0
EMP101822,Nadia Anugrah Lestari,,93.0,31.0,4.0,,3.0,5.0,
EMP101823,Prasetyo Jatmiko Rohman,3.0,86.0,36.0,4.0,4.0,2.0,3.0,2.0
EMP101824,Galih Zulfikar Permadi,,,,5.0,,5.0,5.0,3.0
EMP101825,Adit Iqbal Santoso,1.0,,,1.0,1.0,1.0,1.0,2.0
EMP101826,Yuni Situmorang,2.0,91.0,14.0,1.0,2.0,1.0,,2.0
EMP101827,Fajar Candra Zulfikar,2.0,81.0,28.0,2.0,2.0,1.0,2.0,1.0
EMP101828,Eko Halim,5.0,,,5.0,5.0,5.0,4.0,5.0
EMP101829,Umar Ganesha Maulida,4.0,89.0,24.0,4.0,4.0,4.0,4.0,3.0
EMP101830,Umar Setiawan,3.0,80.0,17.0,2.0,2.0,3.0,3.0,3.0
EMP101831,Cahyo Wijaya Lukman,2.0,107.0,33.0,1.0,,2.0,1.0,2.0
EMP101832,Eko Putra,3.0,123.0,25.0,3.0,4.0,4.0,3.0,3.0
EMP101833,Zaki Lukman,4.0,140.0,27.0,4.0,3.0,4.0,4.0,3.0
EMP101834,Fitri Subekti,1.0,85.0,31.0,1.0,1.0,1.0,2.0,
EMP101835,Yoga Kusuma,3.0,121.0,26.0,3.0,3.0,3.0,2.0,4.0
EMP101836,Luthfi Ramadhan,4.0,106.0,39.0,4.0,4.0,4.0,4.0,4.0
EMP101837,Zahra Iqbal Pradana,3.0,137.0,29.0,3.0,3.0,3.0,3.0,3.0
EMP101838,Intan Aji Simanjuntak,4.0,,,4.0,3.0,4.0,4.0,4.0
EMP101839,Rendra Mahendra,2.0,117.0,31.0,2.0,1.0,3.0,2.0,2.0
EMP101840,Rizka Erlangga Ananda,2.0,123.0,24.0,2.0,2.0,2.0,3.0,2.0
EMP101841,Bella Lukman,,113.0,29.0,,3.0,4.0,2.0,3.0
EMP101842,Luthfi Baskara Saputra,2.0,,,3.0,1.0,2.0,1.0,1.0
EMP101843,Ayunda Halim,3.0,97.0,33.0,4.0,3.0,3.0,4.0,3.0
EMP101844,Dimas Wijaya,2.0,,32.0,1.0,1.0,2.0,2.0,2.0
EMP101845,Ahmad Salsabila,,114.0,18.0,4.0,4.0,4.0,4.0,4.0
EMP101846,Arif Suharto,4.0,88.0,16.0,5.0,,4.0,4.0,4.0
EMP101847,Sari Utama Maulida,3.0,,,3.0,4.0,4.0,4.0,3.0
EMP101848,Yuni Pamungkas,5.0,138.0,39.0,5.0,,5.0,5.0,5.0
EMP101849,Teguh Tri Pratama,3.0,95.0,39.0,,3.0,4.0,3.0,3.0
EMP101850,Kartika Saputra Kusuma,3.0,123.0,23.0,3.0,3.0,3.0,2.0,3.0
EMP101851,Yuni Aji Purnama,2.0,,25.0,2.0,2.0,2.0,2.0,2.0
EMP101852,Nugroho Dharma Mahendra,1.0,135.0,16.0,1.0,1.0,1.0,1.0,1.0
EMP101853,Kurnia Suharto,5.0,,,5.0,5.0,5.0,5.0,5.0
EMP101854,Joko Mahendra,4.0,93.0,19.0,4.0,4.0,4.0,4.0,3.0
EMP101855,Rizki Pratama,3.0,116.0,20.0,3.0,3.0,3.0,3.0,3.0
EMP101856,Hadi Jatmiko Subekti,4.0,124.0,18.0,5.0,3.0,4.0,3.0,
EMP101857,Andi Hartanto,4.0,88.0,17.0,,4.0,4.0,5.0,4.0
EMP101858,Intan Candra Siregar,5.0,127.0,30.0,5.0,5.0,4.0,5.0,
EMP101859,Ayunda Lestari Ridwan,2.0,96.0,40.0,1.0,,2.0,3.0,2.0
EMP101860,Putri Pamungkas,3.0,139.0,25.0,,4.0,2.0,4.0,3.0
EMP101861,Fajar Saputra Kurniawan,2.0,88.0,23.0,,2.0,2.0,2.0,1.0
EMP101862,Rendra Sinaga,5.0,109.0,26.0,5.0,5.0,4.0,5.0,5.0
EMP101863,Wahyu Lestari,1.0,124.0,40.0,1.0,1.0,1.0,1.0,1.0
EMP101864,Putri Utama Siregar,4.0,106.0,20.0,4.0,4.0,5.0,4.0,
EMP101865,Anisa Qolbi Setiawan,3.0,103.0,31.0,,,3.0,3.0,3.0
EMP101866,Julia Tri Wibowo,3.0,99.0,33.0,3.0,3.0,99.0,3.0,2.0
EMP101867,Rizki Rahmawati,,92.0,19.0,3.0,2.0,3.0,3.0,3.0
EMP101868,Dinda Hidayat,3.0,100.0,31.0,3.0,3.0,4.0,3.0,2.0
EMP101869,Mahendra Nugroho,4.0,113.0,28.0,3.0,4.0,5.0,,3.0
EMP101870,Ayu Wijaya Putra,3.0,,33.0,2.0,3.0,2.0,,4.0
EMP101871,Zaki Tamba,3.0,98.0,29.0,,4.0,4.0,3.0,3.0
EMP101872,Ahmad Erlangga Maulida,1.0,87.0,26.0,1.0,,1.0,1.0,2.0
EMP101873,Ahmad Tamba,,98.0,27.0,2.0,,2.0,,1.0
EMP101874,Nadia Siregar,4.0,,,4.0,4.0,5.0,4.0,4.0
EMP101875,Rendra Santoso,3.0,98.0,20.0,3.0,3.0,3.0,3.0,2.0
EMP101876,Tania Saputra,3.0,95.0,26.0,2.0,,3.0,2.0,4.0
EMP101877,Iman Suharto,,134.0,33.0,2.0,2.0,,3.0,3.0
EMP101878,Teguh Herlambang,5.0,85.0,24.0,4.0,5.0,5.0,5.0,5.0
EMP101879,Rani Handayani,4.0,89.0,35.0,4.0,4.0,4.0,4.0,
EMP101880,Nadia Nabila Pradana,2.0,115.0,16.0,2.0,1.0,2.0,2.0,1.0
EMP101881,Dewi Dharma Ramadhan,4.0,117.0,31.0,4.0,5.0,3.0,3.0,4.0
EMP101882,Vania Rachman Anggara,3.0,133.0,28.0,2.0,3.0,3.0,4.0,
EMP101883,Rama Baskara Ramadhan,2.0,115.0,26.0,2.0,3.0,2.0,1.0,1.0
EMP101884,Novi Anugrah Nugroho,3.0,,,2.0,,3.0,4.0,3.0
EMP101885,Gita Utami,2.0,92.0,42.0,,3.0,,1.0,2.0
EMP101886,Joko Saputra Salsabila,3.0,,,3.0,2.0,4.0,2.0,3.0
EMP101887,Bella Nabila Utami,4.0,88.0,28.0,4.0,4.0,4.0,4.0,
EMP101888,Citra Mahendra,2.0,,,1.0,2.0,2.0,2.0,2.0
EMP101889,Julia Kusuma,1.0,120.0,24.0,1.0,2.0,1.0,1.0,2.0
EMP101890,Prasetyo Qolbi Maulida,5.0,,,,4.0,5.0,5.0,4.0
EMP101891,Budi Nugroho,5.0,86.0,31.0,3.0,3.0,3.0,3.0,3.0
EMP101892,Evi Pratama,2.0,105.0,32.0,,1.0,1.0,,2.0
EMP101893,Julia Situmorang,1.0,,,1.0,1.0,1.0,1.0,1.0
EMP101894,Tania Nugroho,,,36.0,,4.0,4.0,4.0,
EMP101895,Yuni Saputra Wibowo,4.0,97.0,32.0,4.0,4.0,5.0,4.0,4.0
EMP101896,Bayu Lestari Subekti,4.0,,,3.0,4.0,5.0,4.0,
EMP101897,Vania Utama Lestari,2.0,,23.0,3.0,2.0,1.0,3.0,2.0
EMP101898,Joko Candra Purnama,2.0,,,2.0,1.0,1.0,3.0,2.0
EMP101899,Hana Aji Maulana,4.0,103.0,15.0,4.0,,4.0,,3.0
EMP101900,Bella Lestari Simanjuntak,1.0,111.0,33.0,1.0,1.0,1.0,1.0,1.0
EMP101901,Julia Putra,2.0,94.0,30.0,2.0,2.0,2.0,2.0,2.0
EMP101902,Citra Anugrah Purnama,2.0,115.0,35.0,2.0,1.0,2.0,,3.0
EMP101903,Kartika Fadillah Yulianto,4.0,,,,3.0,4.0,3.0,4.0
EMP101904,Eko Subekti,2.0,,,2.0,,2.0,1.0,1.0
EMP101905,Wulan Utama Wibowo,4.0,100.0,23.0,4.0,4.0,4.0,4.0,4.0
EMP101906,Arif Saputra,4.0,,,3.0,3.0,4.0,4.0,5.0
EMP101907,Fitri Fauziah,4.0,,,4.0,3.0,5.0,4.0,5.0
EMP101908,Adi Candra Indrawan,4.0,117.0,22.0,5.0,5.0,3.0,4.0,4.0
EMP101909,Kurnia Kusuma,3.0,104.0,37.0,3.0,2.0,3.0,,3.0
EMP101910,Fitri Saputra Firmansyah,1.0,,,1.0,2.0,2.0,1.0,1.0
EMP101911,Lestari Ganesha Zulfikar,4.0,96.0,23.0,4.0,5.0,4.0,4.0,3.0
EMP101912,Umar Ramadhan,4.0,,,4.0,4.0,4.0,5.0,4.0
EMP101913,Anisa Baskara Maulida,2.0,91.0,37.0,2.0,1.0,1.0,2.0,1.0
EMP101914,Wulan Ramadhan,1.0,,29.0,1.0,2.0,1.0,1.0,
EMP101915,Dewi Candra Lukman,4.0,116.0,16.0,4.0,5.0,4.0,5.0,
EMP101916,Adit Zulfikar Siregar,3.0,139.0,28.0,3.0,2.0,,2.0,4.0
EMP101917,Bella Ginting,2.0,100.0,22.0,2.0,1.0,2.0,2.0,2.0
EMP101918,Nabila Yudhistira Pradana,4.0,110.0,31.0,5.0,,4.0,4.0,4.0
EMP101919,Wulan Rachman Ginting,2.0,137.0,40.0,2.0,2.0,,,2.0
EMP101920,Nurlita Sinaga,,107.0,26.0,,3.0,3.0,3.0,
EMP101921,Dian Adi Tamba,1.0,128.0,25.0,2.0,1.0,1.0,2.0,1.0
EMP101922,Bayu Mahardika Handayani,2.0,96.0,27.0,3.0,3.0,2.0,2.0,0.0
EMP101923,Vania Fadillah Mahendra,4.0,123.0,20.0,4.0,,4.0,3.0,4.0
EMP101924,Dian Anggara,4.0,130.0,29.0,4.0,4.0,5.0,4.0,6.0
EMP101925,Rizka Iqbal Nugroho,3.0,89.0,37.0,3.0,2.0,,3.0,3.0
EMP101926,Zahra Maulida,3.0,84.0,21.0,4.0,3.0,,3.0,3.0
EMP101927,Eko Ganesha Handayani,4.0,,24.0,4.0,4.0,4.0,5.0,4.0
EMP101928,Mahendra Pratomo,1.0,99.0,24.0,2.0,1.0,1.0,1.0,1.0
EMP101929,Ayunda Pratomo,3.0,89.0,27.0,4.0,2.0,3.0,2.0,
EMP101930,Budi Ramadhan,3.0,,,4.0,4.0,3.0,2.0,3.0
EMP101931,Ayu Sinaga,5.0,,28.0,3.0,3.0,3.0,2.0,3.0
EMP101932,Wahyu Saputra Fauziah,3.0,,,2.0,2.0,4.0,3.0,3.0
EMP101933,Dwi Lestari Lestari,3.0,136.0,26.0,3.0,4.0,3.0,4.0,3.0
EMP101934,Yoga Halim Syahputra,4.0,118.0,25.0,3.0,5.0,4.0,4.0,4.0
EMP101935,Hadi Maulida,4.0,84.0,17.0,4.0,4.0,5.0,,3.0
EMP101936,Dwi Syahputra,4.0,100.0,29.0,3.0,4.0,4.0,5.0,4.0
EMP101937,Joko Anugrah Suharto,3.0,99.0,30.0,3.0,2.0,2.0,2.0,3.0
EMP101938,Oka Halim Purnama,4.0,81.0,34.0,4.0,3.0,5.0,5.0,5.0
EMP101939,Rafa Syahputra,,86.0,23.0,2.0,2.0,1.0,,
EMP101940,Rani Sinaga,2.0,,,3.0,2.0,,2.0,2.0
EMP101941,Hana Halim Wijaya,3.0,103.0,32.0,3.0,3.0,,,3.0
EMP101942,Evi Rachman Pamungkas,2.0,125.0,30.0,2.0,2.0,2.0,2.0,3.0
EMP101943,Rama Rachman Ginting,3.0,,,3.0,3.0,2.0,3.0,3.0
EMP101944,Dewi Utami,,99.0,30.0,3.0,3.0,3.0,3.0,3.0
EMP101945,Mahendra Wibowo,3.0,128.0,29.0,6.0,3.0,3.0,3.0,3.0
EMP101946,Putri Maulida,3.0,,,3.0,3.0,,3.0,3.0
EMP101947,Gita Lukman,1.0,122.0,22.0,1.0,1.0,1.0,1.0,1.0
EMP101948,Utami Lestari Indrawan,3.0,108.0,26.0,3.0,3.0,2.0,3.0,
EMP101949,Nugroho Dharma Indrawan,3.0,86.0,27.0,2.0,3.0,3.0,3.0,2.0
EMP101950,Teguh Rachman Salsabila,4.0,84.0,31.0,4.0,3.0,5.0,4.0,4.0
EMP101951,Putri Firmansyah,,125.0,22.0,5.0,4.0,4.0,4.0,4.0
EMP101952,Bayu Setiawan,3.0,116.0,17.0,4.0,4.0,3.0,3.0,3.0
EMP101953,Wulan Wijaya Ginting,2.0,128.0,33.0,2.0,2.0,2.0,3.0,2.0
EMP101954,Rizki Indrawan,3.0,108.0,25.0,3.0,3.0,3.0,3.0,4.0
EMP101955,Budi Salsabila,3.0,113.0,27.0,4.0,3.0,3.0,3.0,
EMP101956,Julia Ridwan,3.0,121.0,21.0,4.0,4.0,4.0,4.0,3.0
EMP101957,Hadi Jatmiko Zulfikar,4.0,139.0,16.0,,4.0,3.0,3.0,4.0
EMP101958,Hadi Utama Hidayat,2.0,,24.0,2.0,2.0,2.0,2.0,2.0
EMP101959,Anisa Qolbi Fauziah,,101.0,24.0,3.0,4.0,4.0,4.0,4.0
EMP101960,Kurnia Sinaga,,82.0,19.0,4.0,4.0,4.0,4.0,4.0
EMP101961,Indra Kusuma Purnama,4.0,95.0,25.0,5.0,3.0,4.0,4.0,4.0
EMP101962,Rani Yudhistira Anggara,2.0,99.0,30.0,2.0,,,2.0,1.0
EMP101963,Zahra Mahendra,5.0,105.0,31.0,5.0,5.0,5.0,5.0,5.0
EMP101964,Joko Handayani,2.0,118.0,27.0,2.0,2.0,2.0,2.0,1.0
EMP101965,Dimas Candra Ramadhan,,113.0,17.0,3.0,3.0,2.0,2.0,1.0
EMP101966,Dewi Wijaya,2.0,115.0,38.0,3.0,3.0,2.0,3.0,2.0
EMP101967,Tania Halim Zulfikar,1.0,,,1.0,1.0,1.0,1.0,2.0
EMP101968,Lestari Siregar,1.0,98.0,26.0,1.0,1.0,,1.0,1.0
EMP101969,Budi Aji Simanjuntak,,,,1.0,1.0,1.0,1.0,1.0
EMP101970,Rizky Hidayat,5.0,90.0,21.0,2.0,2.0,4.0,4.0,4.0
EMP101971,Utami Hasibuan,4.0,97.0,26.0,3.0,3.0,4.0,5.0,4.0
EMP101972,Evi Wijaya,2.0,120.0,20.0,3.0,2.0,,2.0,2.0
EMP101973,Putri Siregar,5.0,109.0,30.0,4.0,5.0,5.0,4.0,5.0
EMP101974,Yoga Dharma Salsabila,5.0,,,,5.0,5.0,5.0,5.0
EMP101975,Fajar Nugroho,4.0,106.0,30.0,4.0,,4.0,5.0,4.0
EMP101976,Prasetyo Utami,3.0,,,3.0,,3.0,,3.0
EMP101977,Teguh Zulfikar,4.0,135.0,25.0,4.0,3.0,5.0,,3.0
EMP101978,Yuni Erlangga Pratama,2.0,139.0,35.0,2.0,2.0,2.0,1.0,2.0
EMP101979,Prasetyo Pramudita Saputra,4.0,98.0,39.0,3.0,4.0,4.0,4.0,5.0
EMP101980,Valdo Ganesha Handayani,,139.0,19.0,3.0,3.0,4.0,3.0,4.0
EMP101981,Novi Aji Suharto,4.0,,,3.0,4.0,3.0,4.0,3.0
EMP101982,Joko Santoso,3.0,108.0,35.0,4.0,3.0,2.0,,3.0
EMP101983,Dinda Qolbi Fauziah,,119.0,27.0,4.0,4.0,4.0,4.0,4.0
EMP101984,Putri Utami,3.0,125.0,27.0,3.0,3.0,3.0,3.0,2.0
EMP101985,Dwi Kusuma,2.0,98.0,16.0,2.0,1.0,,3.0,3.0
EMP101986,Wahyu Pratomo,5.0,131.0,28.0,5.0,5.0,5.0,5.0,5.0
EMP101987,Ahmad Herlambang,3.0,119.0,32.0,3.0,4.0,3.0,4.0,3.0
EMP101988,Wulan Tri Pratama,3.0,109.0,41.0,4.0,3.0,3.0,3.0,2.0
EMP101989,Gita Tri Gunawan,3.0,91.0,18.0,,3.0,,,3.0
EMP101990,Adi Subekti,2.0,,,2.0,1.0,2.0,2.0,3.0
EMP101991,Dian Erlangga Yulianto,4.0,132.0,25.0,3.0,4.0,4.0,4.0,4.0
EMP101992,Maya Anugrah Hasibuan,,110.0,30.0,1.0,2.0,3.0,2.0,2.0
EMP101993,Rani Utama Simanjuntak,3.0,135.0,45.0,4.0,3.0,3.0,4.0,3.0
EMP101994,Rani Indrawan,2.0,90.0,20.0,3.0,,1.0,1.0,2.0
EMP101995,Utami Kusuma Hidayat,3.0,134.0,41.0,3.0,2.0,3.0,4.0,3.0
EMP101996,Adit Maulana,3.0,,24.0,3.0,2.0,4.0,3.0,3.0
EMP101997,Satya Halim Putra,3.0,,,,2.0,3.0,3.0,4.0
EMP101998,Kurnia Subekti,2.0,,19.0,2.0,,2.0,2.0,2.0
EMP101999,Adit Mahendra,4.0,90.0,25.0,4.0,5.0,4.0,4.0,4.0
